Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Visibility(mi),Wind_Direction,Weather_Condition,day_of_week_acc,Nautical_Twilight,season_acc,cible,year_acc
37.8,-122.3,0.0,67.0,68.0,10.0,0.2854639026097902,Scattered Clouds,3,Day,autumn,0,2016
35.7,-78.6,0.0,68.0,63.0,10.0,0.11207069872824872,Partly Cloudy,0,Day,spring,0,2019
45.5,-122.7,0.0,58.0,81.0,10.0,0.07512959899967943,Mostly Cloudy,3,Day,summer,0,2019
34.0,-118.2,0.0,71.0,38.0,9.0,0.07512959899967943,Fair,3,Day,winter,0,2019
44.4,-70.8,0.0,19.0,86.0,1.0,0.20179659383577014,Other,6,Night,winter,1,2017
41.5,-81.7,0.0,35.0,67.0,10.0,0.16782070524190654,Overcast,4,Day,spring,1,2016
40.5,-80.1,5.0,87.0,43.0,10.0,0.2854639026097902,Mostly Cloudy,3,Day,summer,0,2016
45.3,-93.6,0.0,32.0,83.0,10.0,0.14172863575095576,Cloudy,6,Day,winter,0,2019
41.6,-81.5,0.0,66.0,28.0,20.0,0.3154141116184914,Clear,1,Day,autumn,0,2017
36.3,-119.6,0.0,55.0,83.0,10.0,0.16782070524190654,Fair,3,Day,autumn,0,2019
42.6,-83.2,0.0,75.0,28.0,10.0,0.17427911846260802,Fair,3,Day,spring,0,2019
29.7,-95.4,0.0,84.0,70.0,10.0,0.2597082330778817,Clear,0,Night,summer,1,2018
34.9,-118.9,0.0,80.0,19.0,10.0,0.1726279818900893,Clear,2,Night,summer,1,2016
40.7,-74.1,0.0,45.0,42.0,10.0,0.1934317088257318,Clear,2,Day,spring,0,2019
32.8,-97.1,0.0,76.0,94.0,9.0,0.19551397248314875,Mostly Cloudy,3,Day,summer,0,2017
43.7,-123.3,12.0,32.0,96.0,10.0,0.3339655775837599,Mostly Cloudy,3,Night,winter,1,2019
34.3,-118.4,0.0,86.0,40.0,10.0,0.1260522790801609,Fair,5,Day,summer,0,2019
39.7,-104.9,0.0,70.0,29.0,10.0,0.2597082330778817,Partly Cloudy,2,Day,autumn,0,2018
37.5,-121.9,0.0,,,,0.14172863575095576,Other,3,Night,winter,0,2019
37.9,-121.2,0.0,54.0,62.0,10.0,0.1260522790801609,Fair,5,Night,autumn,0,2019
34.4,-117.4,0.0,,,10.0,0.2012560380538422,Fair,2,Day,autumn,0,2019
34.0,-118.2,0.0,71.0,57.0,10.0,0.3339655775837599,Overcast,6,Day,summer,1,2017
37.9,-122.1,0.0,55.0,83.0,6.0,0.1837178381607416,Other,3,Day,winter,0,2019
34.2,-118.2,0.0,,,,0.14172863575095576,Other,3,Day,winter,0,2019
34.2,-118.3,0.0,65.0,12.0,10.0,0.1837178381607416,Cloudy,1,Night,winter,0,2019
37.4,-121.9,0.0,56.0,84.0,4.0,0.3339655775837599,Other,3,Day,autumn,0,2018
41.3,-112.0,0.0,46.0,37.0,10.0,0.33470568403507506,Clear,2,Day,spring,1,2018
37.9,-118.9,0.0,40.0,25.0,10.0,0.07512959899967943,Fair,6,Night,autumn,0,2019
41.7,-72.4,2.0,38.0,32.0,10.0,0.33470568403507506,Clear,6,Day,spring,1,2016
34.0,-118.0,0.0,66.0,25.0,10.0,0.11216944406164672,Fair,6,Day,winter,0,2019
34.9,-93.1,1.0,46.0,61.0,10.0,0.16782070524190654,Overcast,3,Night,winter,1,2018
36.9,-121.8,1.0,60.0,90.0,10.0,0.3154141116184914,Mostly Cloudy,4,Day,winter,0,2017
34.0,-118.4,1.0,72.0,78.0,7.0,0.19946047525166746,Mostly Cloudy,4,Day,summer,0,2017
47.8,-122.3,1.0,48.0,77.0,10.0,0.3154141116184914,Clear,0,Night,autumn,0,2016
33.9,-117.6,0.0,94.0,41.0,10.0,0.17427911846260802,Partly Cloudy,3,Day,autumn,0,2019
28.5,-81.3,1.0,89.0,38.0,10.0,0.14172863575095576,Fair,1,Day,autumn,0,2019
36.9,-76.2,0.0,45.0,80.0,10.0,0.1978658207971211,Partly Cloudy,1,Day,winter,1,2019
33.9,-118.3,1.0,65.0,40.0,10.0,0.2854639026097902,Clear,4,Day,spring,0,2017
33.6,-84.4,0.0,77.0,60.0,10.0,0.1726279818900893,Mostly Cloudy,2,Day,summer,1,2017
41.8,-71.4,0.0,28.0,92.0,0.0,0.1978658207971211,Other,0,Day,spring,0,2016
43.2,-77.1,0.0,85.0,31.0,10.0,0.2854639026097902,Mostly Cloudy,0,Day,summer,1,2018
38.4,-122.5,0.0,79.0,17.0,10.0,0.14509260250954292,Fair,5,Day,autumn,0,2019
33.9,-84.4,1.0,67.0,97.0,4.0,0.3339655775837599,Overcast,1,Night,autumn,0,2018
35.1,-90.0,0.0,57.0,83.0,10.0,0.20179659383577014,Fair,2,Night,autumn,0,2019
38.9,-77.2,0.0,77.0,58.0,10.0,0.19611848126126613,Mostly Cloudy,1,Day,spring,0,2019
34.1,-118.3,1.0,83.0,46.0,8.0,0.3339655775837599,Clear,6,Day,summer,1,2017
36.9,-76.4,0.0,,,,0.14172863575095576,Other,4,Day,autumn,0,2017
40.7,-73.7,1.0,53.0,86.0,10.0,0.175655015598652,Mostly Cloudy,3,Day,autumn,0,2017
37.5,-77.3,0.0,81.0,77.0,10.0,0.3339655775837599,Partly Cloudy,3,Day,autumn,1,2018
33.9,-118.3,0.0,62.0,70.0,10.0,0.07512959899967943,Cloudy,3,Day,spring,0,2019
39.0,-110.3,4.0,68.0,24.0,10.0,0.11216944406164672,Cloudy,3,Night,spring,0,2019
37.4,-122.0,0.0,74.0,48.0,10.0,0.3339655775837599,Clear,2,Day,summer,0,2016
34.0,-118.2,0.0,58.0,84.0,1.0,0.1260522790801609,Other,2,Day,winter,0,2019
36.2,-80.3,0.0,55.0,86.0,5.0,0.1837178381607416,Overcast,4,Day,spring,0,2017
35.6,-80.1,0.0,75.0,82.0,10.0,0.19946047525166746,Fair,4,Night,spring,1,2019
34.0,-118.3,0.0,66.0,47.0,10.0,0.20179659383577014,Clear,1,Day,winter,0,2018
33.8,-84.4,0.0,72.0,48.0,10.0,0.3339655775837599,Clear,2,Day,autumn,1,2016
25.9,-80.2,1.0,89.0,61.0,10.0,0.19611848126126613,Fair,2,Day,summer,1,2019
41.6,-73.9,0.0,33.0,89.0,1.0,0.1726279818900893,Other,4,Day,autumn,0,2018
39.9,-75.0,0.0,53.0,48.0,10.0,0.1978658207971211,Overcast,0,Day,spring,0,2019
39.9,-75.1,0.0,65.0,90.0,10.0,0.3154141116184914,Scattered Clouds,1,Day,autumn,0,2018
41.6,-72.7,1.0,73.0,57.0,10.0,0.14509260250954292,Fair,4,Day,summer,0,2019
46.1,-123.0,1.0,66.0,78.0,10.0,0.11539246896503184,Cloudy,5,Day,autumn,0,2019
41.9,-87.7,0.0,75.0,36.0,10.0,0.175655015598652,Overcast,3,Night,summer,1,2017
41.6,-87.6,0.0,50.0,94.0,10.0,0.19611848126126613,Fair,3,Day,autumn,0,2019
35.2,-89.8,2.0,61.0,55.0,10.0,0.2012560380538422,Overcast,4,Night,winter,0,2016
47.5,-122.3,0.0,48.0,100.0,6.0,0.19611848126126613,Overcast,0,Day,autumn,0,2016
33.0,-117.3,0.0,69.0,63.0,10.0,0.14509260250954292,Mostly Cloudy,6,Day,autumn,0,2019
41.9,-71.4,0.0,74.0,76.0,10.0,0.11207069872824872,Fair,3,Day,summer,0,2019
43.0,-85.7,0.0,40.0,65.0,8.0,0.2012560380538422,Mostly Cloudy,2,Day,winter,0,2018
33.9,-118.1,1.0,69.0,75.0,9.0,0.3339655775837599,Overcast,1,Day,summer,0,2016
42.5,-124.4,0.0,48.0,89.0,10.0,0.3154141116184914,Overcast,0,Day,spring,0,2019
42.3,-87.8,0.0,71.0,78.0,10.0,0.3339655775837599,Mostly Cloudy,1,Day,autumn,1,2018
39.1,-77.1,0.0,61.0,82.0,10.0,0.3339655775837599,Clear,0,Night,autumn,1,2016
45.1,-93.2,0.0,55.0,51.0,10.0,0.20179659383577014,Fair,3,Day,autumn,0,2019
41.3,-96.0,0.0,16.0,77.0,10.0,0.33470568403507506,Clear,1,Day,winter,0,2017
46.0,-118.4,1.0,58.0,56.0,10.0,0.1978658207971211,Clear,1,Day,spring,0,2019
37.0,-120.9,0.0,64.0,37.0,8.0,0.07512959899967943,Fair,2,Day,autumn,0,2019
37.8,-121.4,0.0,55.0,62.0,9.0,0.14509260250954292,Light Rain,6,Day,winter,0,2019
37.4,-122.0,0.0,76.0,52.0,10.0,0.17427911846260802,Clear,4,Day,summer,0,2016
30.5,-87.2,1.0,82.0,76.0,10.0,0.2597082330778817,Clear,5,Night,summer,0,2017
31.1,-83.8,1.0,82.0,70.0,10.0,0.11216944406164672,Cloudy,2,Day,summer,1,2016
36.1,-79.4,1.0,35.0,92.0,4.0,0.33470568403507506,Other,0,Day,spring,1,2018
41.6,-87.6,0.0,51.0,100.0,1.0,0.3339655775837599,Overcast,1,Day,autumn,1,2018
33.4,-111.9,0.0,105.0,6.0,10.0,0.2854639026097902,Partly Cloudy,0,Day,summer,0,2018
26.6,-80.1,1.0,77.0,52.0,10.0,0.33470568403507506,Scattered Clouds,2,Day,autumn,1,2016
42.9,-85.5,1.0,75.0,44.0,10.0,0.3154141116184914,Mostly Cloudy,4,Day,autumn,0,2017
34.4,-119.8,0.0,71.0,70.0,10.0,0.2012560380538422,Fair,0,Day,autumn,0,2019
39.1,-94.5,0.0,72.0,38.0,10.0,0.17427911846260802,Partly Cloudy,2,Day,autumn,0,2017
33.8,-118.2,0.0,65.0,31.0,10.0,0.17427911846260802,Fair,1,Day,winter,0,2019
42.5,-82.9,0.0,56.0,100.0,2.0,0.3339655775837599,Partly Cloudy,1,Day,autumn,0,2016
33.6,-84.5,1.0,57.0,100.0,1.0,0.2012560380538422,Light Rain,1,Day,autumn,0,2016
37.7,-121.9,0.0,75.0,40.0,10.0,0.11216944406164672,Partly Cloudy,3,Day,autumn,0,2019
42.4,-83.2,1.0,32.0,39.0,10.0,0.1934317088257318,Scattered Clouds,4,Day,winter,0,2017
40.9,-74.4,0.0,32.0,44.0,10.0,0.19551397248314875,Mostly Cloudy,3,Day,winter,1,2019
45.0,-93.2,1.0,27.0,63.0,9.0,0.35196423784104736,Overcast,4,Night,winter,1,2019
39.1,-94.6,0.0,52.0,89.0,8.0,0.19551397248314875,Light Rain,1,Day,spring,1,2019
34.1,-117.8,0.0,90.0,36.0,10.0,0.2854639026097902,Clear,0,Day,summer,0,2017
39.1,-76.9,1.0,30.0,75.0,10.0,0.2854639026097902,Clear,2,Night,spring,1,2018
39.0,-94.6,1.0,18.0,60.0,10.0,0.17427911846260802,Clear,3,Day,winter,0,2016
43.0,-79.0,1.0,39.0,60.0,10.0,0.16782070524190654,Overcast,3,Day,spring,0,2018
40.9,-74.0,0.0,57.0,29.0,10.0,0.1726279818900893,Clear,1,Day,spring,1,2016
42.1,-88.6,0.0,64.0,43.0,10.0,0.19946047525166746,Clear,4,Day,winter,1,2017
34.3,-118.5,1.0,73.0,33.0,10.0,0.2012560380538422,Clear,4,Day,spring,0,2018
40.7,-74.0,1.0,44.0,55.0,10.0,0.2597082330778817,Overcast,3,Day,autumn,0,2018
40.1,-74.7,0.0,42.0,61.0,10.0,0.19946047525166746,Clear,0,Night,winter,1,2017
41.3,-73.1,2.0,45.0,76.0,10.0,0.35196423784104736,Overcast,3,Night,winter,1,2018
40.7,-74.1,0.0,44.0,34.0,10.0,0.33470568403507506,Clear,3,Day,winter,0,2019
33.9,-84.5,1.0,87.0,46.0,10.0,0.20179659383577014,Partly Cloudy,5,Day,autumn,1,2016
26.2,-80.2,0.0,78.0,58.0,10.0,0.19611848126126613,Scattered Clouds,3,Day,winter,1,2019
40.7,-73.4,0.0,,,,0.14172863575095576,Other,1,Day,summer,1,2017
36.0,-115.1,0.0,93.0,7.0,10.0,0.3154141116184914,Clear,5,Night,summer,0,2017
44.2,-121.3,0.0,70.0,38.0,10.0,0.11539246896503184,Fair,6,Day,summer,0,2019
40.7,-73.8,0.0,48.0,96.0,10.0,0.1837178381607416,Light Rain,1,Day,spring,1,2017
34.0,-118.3,0.0,58.0,75.0,10.0,0.3339655775837599,Clear,5,Night,spring,1,2018
34.0,-117.9,0.0,67.0,63.0,10.0,0.3339655775837599,Scattered Clouds,1,Day,autumn,0,2017
33.1,-96.7,0.0,80.0,76.0,10.0,0.3154141116184914,Clear,2,Day,summer,1,2016
37.3,-122.0,0.0,,,,0.14172863575095576,Other,3,Day,autumn,0,2019
37.1,-77.6,0.0,75.0,86.0,7.0,0.175655015598652,Fair,6,Day,spring,1,2019
37.5,-122.3,0.0,54.0,82.0,6.0,0.07512959899967943,Fair,6,Night,autumn,0,2019
32.7,-117.1,0.0,71.0,87.0,8.0,0.175655015598652,Mostly Cloudy,4,Day,autumn,0,2019
35.0,-85.2,0.0,76.0,43.0,10.0,0.1934317088257318,Mostly Cloudy,0,Day,spring,0,2018
37.7,-122.2,0.0,54.0,83.0,10.0,0.17427911846260802,Fair,2,Day,autumn,0,2019
33.2,-117.4,0.0,90.0,6.0,10.0,0.1837178381607416,Fair,4,Day,autumn,0,2019
34.0,-118.0,0.0,63.0,59.0,10.0,0.19946047525166746,Clear,3,Day,spring,0,2018
34.1,-117.8,1.0,57.0,94.0,3.0,0.2854639026097902,Overcast,1,Day,spring,0,2018
32.8,-96.9,1.0,59.0,44.0,10.0,0.3154141116184914,Mostly Cloudy,3,Day,autumn,1,2018
39.3,-120.2,0.0,28.0,74.0,10.0,0.3339655775837599,Mostly Cloudy,0,Day,winter,1,2018
34.1,-117.3,1.0,82.0,35.0,5.0,0.2854639026097902,Other,1,Day,summer,0,2018
29.7,-95.5,1.0,90.0,55.0,10.0,0.16782070524190654,Mostly Cloudy,1,Day,summer,1,2017
28.1,-82.7,0.0,86.0,72.0,10.0,0.16782070524190654,Mostly Cloudy,4,Day,summer,0,2017
33.1,-117.0,0.0,67.0,66.0,10.0,0.2854639026097902,Mostly Cloudy,1,Day,spring,1,2017
44.1,-123.0,1.0,55.0,80.0,8.0,0.3154141116184914,Overcast,4,Day,autumn,0,2018
33.0,-96.8,2.0,83.0,75.0,10.0,0.3154141116184914,Clear,1,Night,summer,1,2016
32.1,-81.2,0.0,50.0,72.0,10.0,0.19551397248314875,Clear,4,Night,winter,0,2016
39.2,-76.6,0.0,66.0,93.0,10.0,0.1934317088257318,Mostly Cloudy,1,Day,autumn,1,2018
38.7,-77.1,0.0,83.0,12.0,10.0,0.3339655775837599,Clear,1,Day,spring,0,2018
34.0,-118.1,0.0,62.0,90.0,3.0,0.3339655775837599,Light Rain,1,Day,winter,0,2017
36.0,-86.6,2.0,54.0,75.0,10.0,0.3339655775837599,Overcast,0,Day,spring,0,2018
44.9,-121.4,2.0,44.0,85.0,10.0,0.1934317088257318,Cloudy,6,Night,autumn,0,2019
40.5,-80.0,1.0,23.0,74.0,2.0,0.33470568403507506,Overcast,1,Day,spring,0,2016
32.8,-97.0,1.0,91.0,43.0,10.0,0.35196423784104736,Clear,0,Day,spring,0,2018
41.8,-72.6,0.0,50.0,46.0,10.0,0.1726279818900893,Overcast,0,Day,spring,0,2017
39.7,-105.3,4.0,90.0,15.0,50.0,0.2597082330778817,Scattered Clouds,6,Day,summer,0,2016
34.0,-118.0,1.0,66.0,40.0,10.0,0.1934317088257318,Clear,0,Day,winter,0,2016
26.2,-80.2,1.0,91.0,55.0,10.0,0.19551397248314875,Clear,0,Day,summer,1,2018
34.3,-119.1,0.0,78.0,52.0,10.0,0.175655015598652,Fair,2,Day,autumn,0,2019
34.2,-118.6,0.0,90.0,23.0,10.0,0.14509260250954292,Partly Cloudy,6,Day,autumn,0,2019
45.3,-122.7,0.0,51.0,92.0,10.0,0.3154141116184914,Overcast,4,Night,winter,0,2019
45.7,-120.6,5.0,64.0,38.0,10.0,0.2854639026097902,Scattered Clouds,5,Night,autumn,0,2018
29.5,-95.8,0.0,62.0,86.0,4.0,0.1978658207971211,Overcast,2,Day,winter,1,2016
40.5,-105.0,0.0,,,,0.14172863575095576,Other,2,Day,summer,1,2019
37.6,-78.0,2.0,45.0,65.0,10.0,0.1978658207971211,Fair,1,Day,winter,1,2019
36.0,-79.8,1.0,65.0,100.0,2.0,0.3154141116184914,Light Rain,2,Day,spring,0,2017
34.1,-117.9,0.0,72.0,43.0,10.0,0.3154141116184914,Scattered Clouds,0,Day,spring,0,2016
37.4,-121.9,0.0,57.0,41.0,10.0,0.07512959899967943,Fair,0,Day,autumn,0,2019
34.0,-117.7,1.0,52.0,97.0,3.0,0.3339655775837599,Scattered Clouds,0,Day,autumn,0,2017
36.2,-115.1,0.0,87.0,8.0,10.0,0.33470568403507506,Clear,0,Day,summer,0,2016
39.7,-105.0,0.0,25.0,80.0,10.0,0.1726279818900893,Overcast,4,Night,winter,1,2019
44.9,-123.0,0.0,63.0,54.0,10.0,0.14509260250954292,Mostly Cloudy,0,Day,spring,0,2019
40.8,-74.2,1.0,58.0,41.0,10.0,0.19611848126126613,Partly Cloudy,0,Day,spring,0,2018
32.7,-97.3,1.0,64.0,24.0,20.0,0.2012560380538422,Clear,3,Day,winter,0,2016
33.8,-84.5,0.0,87.0,61.0,10.0,0.175655015598652,Clear,2,Day,summer,1,2017
40.0,-111.5,0.0,62.0,50.0,10.0,0.3154141116184914,Overcast,0,Day,autumn,1,2018
32.9,-117.1,0.0,59.0,72.0,10.0,0.07512959899967943,Fair,4,Day,winter,0,2019
43.1,-76.1,1.0,73.0,100.0,3.0,0.2012560380538422,Other,2,Day,summer,0,2018
42.2,-87.8,0.0,77.0,79.0,10.0,0.1260522790801609,Light Rain,0,Day,summer,1,2019
41.0,-74.1,0.0,76.0,62.0,10.0,0.33470568403507506,Mostly Cloudy,2,Night,autumn,0,2016
33.7,-116.0,0.0,110.0,4.0,10.0,0.1934317088257318,Partly Cloudy,2,Day,summer,0,2017
42.2,-83.7,3.0,82.0,65.0,10.0,0.35196423784104736,Clear,1,Day,spring,1,2018
37.8,-122.4,0.0,61.0,44.0,10.0,0.07512959899967943,Fair,5,Night,autumn,0,2019
33.6,-84.4,0.0,85.0,51.0,10.0,0.19946047525166746,Fair,4,Day,autumn,0,2019
41.4,-81.7,1.0,53.0,45.0,10.0,0.1978658207971211,Partly Cloudy,2,Day,spring,1,2016
40.8,-73.9,0.0,83.0,53.0,10.0,0.19551397248314875,Clear,3,Day,summer,0,2018
42.3,-83.3,1.0,12.0,85.0,1.0,0.1934317088257318,Other,0,Night,winter,0,2017
42.3,-83.3,1.0,33.0,92.0,6.0,0.1934317088257318,Overcast,0,Night,winter,0,2016
35.4,-119.0,2.0,57.0,26.0,8.0,0.19611848126126613,Fair,4,Night,autumn,1,2019
40.3,-111.7,0.0,44.0,89.0,10.0,0.11207069872824872,Light Rain,2,Day,autumn,0,2019
35.3,-80.9,0.0,77.0,69.0,10.0,0.19946047525166746,Mostly Cloudy,0,Night,summer,0,2017
33.9,-117.9,0.0,67.0,59.0,10.0,0.2597082330778817,Scattered Clouds,1,Day,autumn,0,2016
34.0,-118.4,0.0,63.0,70.0,10.0,0.1934317088257318,Clear,0,Day,autumn,0,2016
29.5,-98.6,0.0,88.0,55.0,10.0,0.2597082330778817,Partly Cloudy,1,Day,summer,0,2016
42.5,-82.9,1.0,83.0,56.0,10.0,0.19946047525166746,Mostly Cloudy,2,Day,summer,0,2016
37.8,-122.4,0.0,63.0,63.0,10.0,0.2854639026097902,Partly Cloudy,4,Day,summer,0,2017
34.0,-117.8,1.0,77.0,54.0,6.0,0.07512959899967943,Fair,6,Day,summer,1,2019
34.1,-117.9,1.0,64.0,94.0,10.0,0.3339655775837599,Overcast,3,Day,autumn,0,2018
34.2,-119.2,0.0,55.0,51.0,10.0,0.19551397248314875,Mostly Cloudy,6,Day,winter,0,2019
42.2,-88.1,0.0,50.0,68.0,10.0,0.3339655775837599,Clear,4,Day,spring,0,2017
39.1,-94.6,1.0,88.0,48.0,10.0,0.20179659383577014,Fair,5,Day,summer,0,2019
29.9,-90.1,0.0,69.0,93.0,6.0,0.11216944406164672,Light Rain,4,Day,spring,1,2018
48.0,-122.2,0.0,33.0,85.0,10.0,0.33470568403507506,Overcast,1,Night,winter,1,2016
30.3,-97.7,0.0,60.0,60.0,10.0,0.175655015598652,Scattered Clouds,2,Day,winter,0,2017
44.1,-123.0,0.0,64.0,60.0,10.0,0.07512959899967943,Fair,4,Day,summer,0,2019
42.0,-122.6,1.0,69.0,33.0,10.0,0.11207069872824872,Fair,4,Day,autumn,0,2019
40.8,-73.0,1.0,43.0,65.0,10.0,0.2854639026097902,Overcast,5,Night,autumn,1,2018
33.6,-112.1,1.0,65.0,11.0,10.0,0.35196423784104736,Clear,0,Night,spring,0,2018
40.9,-109.7,0.0,74.0,34.0,10.0,0.07512959899967943,Fair,0,Day,summer,0,2019
38.0,-78.8,0.0,30.0,93.0,2.0,0.3339655775837599,Other,2,Day,winter,1,2019
33.1,-96.8,0.0,90.0,52.0,13.0,0.19611848126126613,Partly Cloudy,0,Day,autumn,0,2019
45.5,-122.7,0.0,78.0,56.0,10.0,0.1837178381607416,Mostly Cloudy,4,Day,summer,0,2019
41.4,-72.1,1.0,41.0,53.0,10.0,0.33470568403507506,Clear,0,Day,spring,0,2018
34.0,-118.1,0.0,63.0,56.0,10.0,0.3339655775837599,Scattered Clouds,1,Day,winter,0,2016
33.6,-117.2,0.0,88.0,38.0,10.0,0.3154141116184914,Clear,0,Day,summer,0,2016
44.4,-121.7,2.0,66.0,25.0,10.0,0.1726279818900893,Clear,1,Day,autumn,0,2018
35.8,-78.6,1.0,71.0,96.0,10.0,0.3339655775837599,Mostly Cloudy,0,Day,summer,1,2017
26.4,-80.1,1.0,75.0,73.0,10.0,0.3154141116184914,Scattered Clouds,5,Night,winter,1,2019
33.6,-117.1,0.0,84.0,40.0,10.0,0.14509260250954292,Fair,2,Day,autumn,0,2019
33.1,-117.2,1.0,68.0,87.0,10.0,0.3339655775837599,Clear,0,Night,summer,0,2017
39.4,-77.4,0.0,43.0,42.0,10.0,0.33470568403507506,Clear,2,Day,autumn,0,2018
45.5,-119.8,0.0,35.0,92.0,2.0,0.14509260250954292,Fog,5,Day,winter,0,2019
45.1,-93.3,0.0,38.0,51.0,10.0,0.16782070524190654,Cloudy,0,Day,autumn,0,2019
26.2,-80.2,1.0,77.0,82.0,10.0,0.3339655775837599,Scattered Clouds,4,Day,summer,1,2017
37.4,-121.9,0.0,61.0,52.0,10.0,0.1726279818900893,Mostly Cloudy,0,Day,winter,1,2018
38.6,-121.5,0.0,61.0,83.0,10.0,0.20179659383577014,Fair,4,Day,summer,0,2019
32.9,-80.0,0.0,40.0,68.0,10.0,0.1726279818900893,Fair,1,Day,winter,0,2019
34.2,-118.4,0.0,73.0,57.0,10.0,0.3339655775837599,Clear,0,Night,summer,1,2018
34.8,-85.5,6.0,61.0,48.0,10.0,0.17427911846260802,Overcast,2,Night,spring,1,2017
41.7,-122.6,0.0,58.0,33.0,10.0,0.07512959899967943,Fair,1,Day,autumn,0,2019
36.1,-80.2,0.0,44.0,53.0,10.0,0.19551397248314875,Clear,1,Day,winter,0,2018
32.9,-96.8,0.0,50.0,87.0,10.0,0.33470568403507506,Other,1,Day,autumn,0,2018
41.5,-80.7,5.0,59.0,93.0,10.0,0.3339655775837599,Clear,4,Night,summer,1,2018
40.5,-75.5,0.0,23.0,80.0,10.0,0.19946047525166746,Mostly Cloudy,4,Night,winter,0,2018
38.5,-90.5,0.0,73.0,96.0,2.0,0.1726279818900893,Light Rain,0,Day,summer,0,2016
37.3,-122.0,0.0,63.0,43.0,10.0,0.1726279818900893,Clear,0,Day,spring,1,2019
42.7,-84.5,0.0,67.0,52.0,10.0,0.1837178381607416,Fair,4,Day,summer,1,2019
47.5,-122.3,0.0,54.0,86.0,10.0,0.2012560380538422,Overcast,1,Day,autumn,0,2017
33.6,-112.1,0.0,63.0,50.0,10.0,0.07512959899967943,Fair,4,Day,winter,1,2019
41.9,-87.7,0.0,73.0,66.0,10.0,0.19551397248314875,Mostly Cloudy,0,Day,summer,0,2017
40.8,-111.9,0.0,44.0,65.0,10.0,0.14509260250954292,Fair,6,Night,spring,0,2019
40.8,-73.9,1.0,52.0,23.0,10.0,0.17427911846260802,Mostly Cloudy,0,Day,spring,0,2017
40.7,-74.0,1.0,63.0,72.0,10.0,0.19551397248314875,Partly Cloudy,2,Night,autumn,1,2016
44.9,-93.0,0.0,28.0,92.0,1.0,0.1726279818900893,Other,0,Day,winter,0,2019
40.0,-81.7,6.0,15.0,74.0,10.0,0.19551397248314875,Overcast,4,Day,winter,1,2019
33.8,-118.0,0.0,66.0,73.0,4.0,0.14509260250954292,Other,2,Day,autumn,0,2019
42.3,-84.3,1.0,31.0,96.0,3.0,0.1837178381607416,Overcast,6,Day,spring,0,2018
26.1,-80.2,4.0,74.0,76.0,10.0,0.1260522790801609,Mostly Cloudy,6,Day,winter,1,2019
39.9,-80.8,1.0,48.0,68.0,10.0,0.2597082330778817,Partly Cloudy,3,Day,autumn,1,2017
33.2,-117.4,0.0,55.0,74.0,10.0,0.2854639026097902,Overcast,1,Day,winter,1,2019
33.7,-117.9,1.0,66.0,63.0,10.0,0.2854639026097902,Partly Cloudy,1,Day,autumn,0,2016
42.4,-88.1,0.0,79.0,82.0,10.0,0.1934317088257318,Clear,2,Day,summer,1,2017
32.8,-96.8,1.0,78.0,87.0,5.0,0.2012560380538422,Overcast,4,Day,summer,1,2016
30.7,-81.7,1.0,82.0,84.0,10.0,0.1837178381607416,Overcast,5,Day,summer,0,2017
39.1,-121.6,0.0,55.0,89.0,9.0,0.2012560380538422,Fair,5,Day,winter,0,2019
33.2,-97.1,1.0,80.0,76.0,10.0,0.2012560380538422,Fair,2,Day,summer,0,2019
37.7,-122.1,0.0,51.0,89.0,3.0,0.07512959899967943,Other,3,Night,autumn,0,2019
33.9,-117.6,1.0,62.0,80.0,10.0,0.17427911846260802,Clear,0,Night,spring,1,2016
44.1,-123.5,0.0,57.0,89.0,10.0,0.3339655775837599,Overcast,5,Day,autumn,0,2018
43.0,-78.7,16.0,83.0,44.0,10.0,0.1934317088257318,Partly Cloudy,0,Day,summer,0,2016
45.0,-93.1,1.0,33.0,92.0,10.0,0.3154141116184914,Clear,2,Day,autumn,0,2018
38.8,-77.6,1.0,18.0,84.0,10.0,0.3339655775837599,Clear,1,Day,winter,1,2016
43.0,-78.7,16.0,80.0,43.0,10.0,0.1934317088257318,Partly Cloudy,0,Day,autumn,0,2016
29.7,-95.5,1.0,81.0,77.0,10.0,0.11539246896503184,Fair,0,Day,autumn,1,2019
45.0,-123.1,0.0,51.0,80.0,10.0,0.3154141116184914,Overcast,2,Day,winter,0,2018
41.3,-112.0,0.0,34.0,93.0,10.0,0.07512959899967943,Cloudy,5,Night,winter,0,2019
34.2,-118.5,0.0,64.0,45.0,10.0,0.2012560380538422,Mostly Cloudy,1,Day,winter,0,2019
38.9,-76.9,0.0,,,,0.33470568403507506,Other,4,Day,spring,0,2018
42.5,-84.7,0.0,33.0,75.0,10.0,0.17427911846260802,Cloudy,2,Night,winter,1,2019
41.8,-72.7,0.0,29.0,32.0,10.0,0.17427911846260802,Clear,2,Day,spring,1,2017
25.8,-80.3,0.0,77.0,84.0,10.0,0.20179659383577014,Overcast,1,Night,autumn,1,2018
34.0,-81.1,0.0,48.0,56.0,10.0,0.3339655775837599,Clear,0,Day,winter,0,2017
37.5,-121.2,0.0,79.0,24.0,10.0,0.1726279818900893,Clear,3,Day,autumn,0,2016
39.4,-76.7,0.0,83.0,44.0,,0.33470568403507506,Other,0,Day,summer,0,2017
40.7,-73.3,0.0,33.0,61.0,10.0,0.3339655775837599,Mostly Cloudy,2,Night,winter,0,2016
