Start_Lat,Start_Lng,Distance(mi),Temperature(F),Humidity(%),Visibility(mi),Wind_Direction,Weather_Condition,day_of_week_acc,Nautical_Twilight,season_acc,cible,year_acc
34.2,-119.1,0.0,79.0,54.0,10.0,0.19946047525166746,Fair,3,Day,autumn,0,2019
32.8,-96.8,0.0,92.0,48.0,10.0,0.19946047525166746,Partly Cloudy,2,Day,summer,0,2016
39.9,-105.0,0.0,36.0,18.0,30.0,0.2854639026097902,Partly Cloudy,1,Day,winter,1,2018
38.9,-94.6,0.0,69.0,70.0,10.0,0.1934317088257318,Clear,0,Day,summer,0,2017
32.8,-96.8,1.0,51.0,39.0,10.0,0.16782070524190654,Overcast,2,Night,autumn,1,2016
47.2,-122.4,0.0,61.0,58.0,10.0,0.2597082330778817,Mostly Cloudy,2,Day,summer,0,2017
35.4,-119.0,0.0,63.0,9.0,10.0,0.20179659383577014,Other,1,Day,winter,0,2019
42.5,-89.0,1.0,27.0,100.0,10.0,0.3339655775837599,Clear,4,Day,winter,1,2017
33.7,-84.0,0.0,72.0,84.0,10.0,0.07512959899967943,Fair,3,Day,autumn,0,2017
33.9,-118.3,0.0,80.0,23.0,10.0,0.11216944406164672,Fair,5,Day,autumn,0,2019
33.9,-84.7,1.0,56.0,48.0,10.0,0.3339655775837599,Clear,2,Night,spring,1,2019
36.8,-119.8,0.0,80.0,17.0,10.0,0.1726279818900893,Partly Cloudy,3,Day,autumn,0,2019
33.6,-84.5,0.0,75.0,82.0,10.0,0.3154141116184914,Mostly Cloudy,2,Day,spring,0,2018
45.5,-123.9,0.0,54.0,44.0,10.0,0.1837178381607416,Fair,5,Day,spring,0,2019
45.5,-122.7,0.0,71.0,49.0,10.0,0.2597082330778817,Mostly Cloudy,0,Day,autumn,0,2018
42.0,-88.2,0.0,50.0,57.0,10.0,0.11216944406164672,Cloudy,3,Day,autumn,0,2019
45.1,-123.0,1.0,67.0,66.0,10.0,0.1978658207971211,Cloudy,4,Day,summer,0,2019
34.0,-118.2,0.0,91.0,32.0,10.0,0.11207069872824872,Fair,3,Day,autumn,0,2019
40.7,-73.8,1.0,67.0,79.0,10.0,0.35196423784104736,Mostly Cloudy,0,Day,summer,0,2017
47.2,-93.5,0.0,33.0,96.0,1.0,0.11207069872824872,Other,6,Day,winter,0,2019
44.2,-117.0,1.0,54.0,72.0,8.0,0.07512959899967943,Light Rain,1,Day,spring,0,2019
33.1,-117.1,0.0,78.0,66.0,10.0,0.175655015598652,Fair,5,Day,summer,0,2019
45.1,-93.3,0.0,-1.0,66.0,10.0,0.3154141116184914,Clear,0,Day,winter,1,2018
38.6,-121.4,0.0,100.0,18.0,10.0,0.2854639026097902,Clear,3,Day,summer,0,2017
40.8,-74.0,1.0,75.0,89.0,10.0,0.20179659383577014,Overcast,6,Night,summer,1,2016
28.2,-82.3,0.0,80.0,86.0,,0.35196423784104736,Other,4,Day,summer,0,2017
38.2,-122.4,0.0,50.0,94.0,10.0,0.33470568403507506,Clear,0,Day,summer,0,2016
34.0,-118.2,0.0,71.0,63.0,8.0,0.11207069872824872,Partly Cloudy,3,Day,summer,0,2019
39.4,-94.8,0.0,72.0,87.0,2.0,0.33470568403507506,Other,0,Day,summer,0,2017
34.0,-118.2,0.0,87.0,49.0,10.0,0.11207069872824872,Fair,5,Day,summer,0,2019
39.2,-84.6,2.0,59.0,62.0,10.0,0.1260522790801609,Fair,2,Night,spring,1,2019
42.3,-83.1,0.0,41.0,55.0,10.0,0.1934317088257318,Clear,2,Day,spring,0,2017
45.1,-93.3,0.0,48.0,52.0,10.0,0.17427911846260802,Overcast,0,Day,autumn,0,2017
38.8,-77.2,0.0,73.0,44.0,10.0,0.17427911846260802,Clear,1,Day,winter,0,2019
36.8,-119.8,0.0,67.0,59.0,10.0,0.2012560380538422,Fair,1,Day,autumn,0,2019
30.2,-81.6,0.0,48.0,93.0,10.0,0.3339655775837599,Clear,2,Night,autumn,0,2018
32.9,-96.8,1.0,77.0,100.0,5.0,0.19611848126126613,Other,2,Day,summer,0,2016
34.4,-118.5,1.0,91.0,10.0,10.0,0.14509260250954292,Fair,2,Day,autumn,0,2017
36.1,-86.7,0.0,75.0,46.0,10.0,0.19551397248314875,Scattered Clouds,2,Day,summer,1,2017
38.6,-121.4,0.0,63.0,68.0,10.0,0.3154141116184914,Mostly Cloudy,0,Day,spring,0,2017
27.5,-82.5,0.0,63.0,81.0,10.0,0.1837178381607416,Fair,1,Day,spring,0,2019
39.3,-76.6,1.0,68.0,63.0,,0.33470568403507506,Other,4,Day,spring,0,2019
38.0,-84.6,0.0,80.0,40.0,10.0,0.2854639026097902,Clear,1,Day,summer,1,2017
25.7,-80.3,0.0,88.0,63.0,10.0,0.35196423784104736,Scattered Clouds,1,Day,summer,0,2018
37.7,-122.4,0.0,62.0,72.0,10.0,0.2854639026097902,Mostly Cloudy,2,Day,summer,0,2016
41.8,-71.4,0.0,58.0,75.0,10.0,0.11207069872824872,Cloudy,1,Day,spring,1,2019
38.8,-90.8,2.0,49.0,93.0,6.0,0.1726279818900893,Cloudy,6,Day,spring,1,2019
38.6,-121.3,0.0,81.0,39.0,10.0,0.17427911846260802,Fair,6,Day,autumn,0,2019
42.7,-84.5,0.0,41.0,82.0,10.0,0.1837178381607416,Clear,0,Day,spring,1,2017
34.2,-118.2,1.0,,,,0.14172863575095576,Other,4,Day,summer,1,2017
37.3,-121.9,0.0,63.0,75.0,10.0,0.1726279818900893,Scattered Clouds,0,Night,summer,1,2016
32.8,-96.8,1.0,73.0,73.0,10.0,0.19611848126126613,Partly Cloudy,5,Day,autumn,1,2016
40.8,-73.9,0.0,47.0,93.0,2.0,0.20179659383577014,Other,4,Day,winter,1,2018
40.7,-112.0,0.0,83.0,31.0,10.0,0.2012560380538422,Cloudy,6,Day,summer,0,2019
34.0,-118.4,0.0,63.0,81.0,10.0,0.1934317088257318,Fair,0,Night,autumn,0,2019
33.8,-117.9,0.0,70.0,49.0,10.0,0.175655015598652,Fair,0,Day,autumn,0,2019
38.6,-121.5,0.0,89.0,19.0,10.0,0.17427911846260802,Fair,2,Day,autumn,0,2019
39.2,-76.8,0.0,67.0,79.0,10.0,0.19946047525166746,Partly Cloudy,6,Day,autumn,1,2017
40.5,-81.7,1.0,66.0,96.0,10.0,0.19611848126126613,Clear,0,Day,summer,1,2018
39.6,-74.4,0.0,80.0,52.0,10.0,0.19611848126126613,Clear,3,Day,summer,1,2018
35.2,-80.7,0.0,64.0,80.0,10.0,0.1837178381607416,Overcast,4,Day,spring,0,2017
45.2,-122.9,0.0,62.0,41.0,10.0,0.14509260250954292,Cloudy,2,Day,summer,0,2019
34.2,-118.3,0.0,67.0,39.0,10.0,0.07512959899967943,Fair,2,Day,autumn,0,2019
45.6,-121.5,0.0,62.0,78.0,10.0,0.07512959899967943,Cloudy,1,Day,summer,0,2019
26.0,-80.2,1.0,86.0,72.0,10.0,0.1837178381607416,Scattered Clouds,2,Day,autumn,1,2017
35.2,-118.9,0.0,101.0,10.0,10.0,0.16782070524190654,Clear,2,Day,summer,0,2016
37.7,-122.5,0.0,65.0,65.0,10.0,0.17427911846260802,Partly Cloudy,2,Day,summer,0,2018
33.9,-118.3,1.0,80.0,48.0,10.0,0.2854639026097902,Clear,3,Day,summer,0,2016
28.6,-81.3,0.0,84.0,65.0,10.0,0.19946047525166746,Clear,4,Day,summer,1,2018
42.8,-88.0,1.0,63.0,63.0,10.0,0.33470568403507506,Overcast,2,Day,autumn,0,2017
25.9,-80.2,0.0,78.0,76.0,10.0,0.2012560380538422,Mostly Cloudy,4,Day,winter,0,2018
28.0,-82.5,0.0,87.0,61.0,10.0,0.175655015598652,Partly Cloudy,2,Day,autumn,0,2019
25.7,-80.4,0.0,79.0,82.0,10.0,0.2854639026097902,Scattered Clouds,4,Night,summer,1,2017
37.8,-122.3,0.0,64.0,65.0,10.0,0.175655015598652,Partly Cloudy,3,Day,autumn,0,2018
42.2,-120.0,1.0,33.0,96.0,10.0,0.3339655775837599,Overcast,5,Day,winter,0,2018
36.1,-86.9,0.0,34.0,85.0,10.0,0.33470568403507506,Overcast,5,Night,winter,0,2019
45.0,-93.1,1.0,36.0,56.0,10.0,0.17427911846260802,Cloudy,5,Day,autumn,1,2019
40.3,-74.5,2.0,80.0,69.0,10.0,0.33470568403507506,Overcast,1,Day,summer,1,2016
43.5,-87.9,0.0,61.0,94.0,10.0,0.16782070524190654,Clear,0,Day,summer,0,2018
32.8,-117.2,1.0,56.0,75.0,7.0,0.33470568403507506,Light Rain,0,Day,autumn,0,2016
33.8,-84.4,0.0,43.0,51.0,10.0,0.1726279818900893,Clear,2,Day,spring,0,2018
32.8,-97.1,0.0,77.0,84.0,10.0,0.1978658207971211,Other,0,Day,summer,1,2017
42.0,-87.8,0.0,78.0,37.0,10.0,0.19551397248314875,Partly Cloudy,2,Day,summer,0,2018
29.8,-95.5,1.0,77.0,24.0,10.0,0.1726279818900893,Clear,4,Day,spring,1,2017
38.0,-121.3,0.0,67.0,40.0,10.0,0.07512959899967943,Fair,5,Night,autumn,0,2019
38.0,-122.0,1.0,57.0,81.0,10.0,0.19946047525166746,Scattered Clouds,2,Day,summer,0,2016
39.1,-94.5,0.0,56.0,72.0,10.0,0.3154141116184914,Overcast,1,Night,winter,1,2018
37.8,-122.2,0.0,61.0,67.0,10.0,0.2854639026097902,Scattered Clouds,0,Day,summer,0,2016
41.4,-81.8,0.0,51.0,44.0,10.0,0.19551397248314875,Mostly Cloudy,2,Day,spring,0,2017
41.0,-81.4,0.0,63.0,30.0,10.0,0.2854639026097902,Partly Cloudy,2,Day,spring,1,2016
40.6,-111.9,1.0,77.0,40.0,10.0,0.3154141116184914,Clear,1,Day,summer,0,2016
26.3,-80.1,0.0,85.0,72.0,10.0,0.19611848126126613,Clear,4,Day,summer,0,2016
40.7,-111.9,0.0,39.0,65.0,10.0,0.07512959899967943,Mostly Cloudy,2,Day,autumn,0,2019
39.5,-119.8,1.0,57.0,53.0,10.0,0.14509260250954292,Fair,0,Day,summer,1,2019
35.3,-91.7,3.0,41.0,96.0,10.0,0.19551397248314875,Light Rain,3,Day,winter,1,2019
41.1,-74.2,1.0,29.0,72.0,10.0,0.1726279818900893,Clear,0,Day,spring,0,2017
32.6,-97.3,1.0,81.0,70.0,7.0,0.3154141116184914,Clear,0,Day,autumn,0,2016
33.8,-118.0,0.0,71.0,58.0,7.0,0.14509260250954292,Partly Cloudy,3,Day,autumn,0,2019
32.9,-96.9,1.0,95.0,41.0,10.0,0.19946047525166746,Mostly Cloudy,3,Day,summer,0,2017
26.0,-80.2,0.0,81.0,67.0,10.0,0.19551397248314875,Mostly Cloudy,0,Day,autumn,1,2016
34.1,-117.9,0.0,54.0,77.0,10.0,0.175655015598652,Clear,4,Day,spring,0,2017
34.1,-118.0,0.0,57.0,67.0,10.0,0.3339655775837599,Mostly Cloudy,0,Day,spring,0,2017
34.3,-77.9,0.0,48.0,66.0,10.0,0.3339655775837599,Clear,1,Night,winter,0,2018
38.5,-90.4,1.0,24.0,55.0,10.0,0.17427911846260802,Clear,3,Day,winter,0,2016
39.6,-104.9,0.0,44.0,96.0,10.0,0.16782070524190654,Light Rain,3,Day,spring,0,2018
45.5,-118.5,0.0,53.0,55.0,10.0,0.3339655775837599,Clear,3,Night,autumn,0,2018
40.8,-74.0,0.0,33.0,48.0,10.0,0.33470568403507506,Clear,0,Day,spring,0,2017
39.8,-83.1,3.0,57.0,94.0,6.0,0.3154141116184914,Overcast,2,Day,winter,0,2017
47.4,-122.8,0.0,43.0,93.0,1.0,0.3339655775837599,Other,1,Night,autumn,1,2016
44.6,-124.0,0.0,46.0,100.0,10.0,0.35196423784104736,Mostly Cloudy,1,Night,autumn,0,2018
35.8,-83.0,1.0,43.0,40.0,10.0,0.19611848126126613,Overcast,4,Night,spring,0,2019
41.3,-72.9,0.0,41.0,70.0,10.0,0.17427911846260802,Clear,0,Day,autumn,0,2016
37.9,-122.3,0.0,80.0,23.0,10.0,0.2854639026097902,Clear,3,Day,autumn,0,2016
32.9,-96.7,0.0,101.0,30.0,10.0,0.20179659383577014,Scattered Clouds,3,Day,summer,1,2016
39.5,-84.2,1.0,48.0,56.0,10.0,0.20179659383577014,Clear,4,Day,autumn,1,2017
36.2,-83.7,0.0,49.0,92.0,10.0,0.3339655775837599,Clear,2,Night,spring,1,2018
38.9,-77.3,0.0,64.0,96.0,6.0,0.19551397248314875,Overcast,3,Day,autumn,0,2017
40.1,-76.3,0.0,92.0,37.0,10.0,0.175655015598652,Partly Cloudy,3,Day,spring,0,2017
40.7,-111.9,0.0,79.0,40.0,10.0,0.07512959899967943,Partly Cloudy,4,Day,summer,0,2019
32.7,-96.7,0.0,82.0,74.0,10.0,0.19946047525166746,Clear,4,Day,summer,0,2016
32.7,-117.1,0.0,65.0,65.0,10.0,0.19611848126126613,Mostly Cloudy,3,Day,autumn,0,2019
33.9,-117.5,0.0,80.0,35.0,10.0,0.11216944406164672,Fair,4,Day,spring,0,2019
42.5,-71.2,0.0,52.0,82.0,10.0,0.1934317088257318,Mostly Cloudy,4,Day,spring,0,2019
34.4,-117.4,0.0,82.0,8.0,10.0,0.19946047525166746,Clear,4,Day,spring,0,2018
35.9,-119.3,0.0,50.0,94.0,6.0,0.175655015598652,Light Rain,4,Day,winter,0,2019
38.9,-77.0,0.0,78.0,87.0,10.0,0.3154141116184914,Scattered Clouds,0,Day,summer,1,2017
33.8,-84.4,0.0,36.0,89.0,10.0,0.3339655775837599,Clear,3,Day,spring,0,2017
34.1,-118.2,0.0,63.0,84.0,5.0,0.11207069872824872,Light Rain,6,Day,winter,0,2019
36.2,-86.8,0.0,64.0,87.0,10.0,0.3339655775837599,Clear,5,Night,autumn,1,2018
43.4,-124.2,0.0,60.0,83.0,10.0,0.2854639026097902,Clear,1,Day,summer,0,2018
34.0,-81.1,1.0,92.0,44.0,10.0,0.19946047525166746,Scattered Clouds,1,Day,autumn,0,2017
37.9,-122.3,0.0,83.0,19.0,10.0,0.1978658207971211,Fair,6,Day,autumn,1,2019
41.1,-111.5,0.0,40.0,65.0,10.0,0.14509260250954292,Partly Cloudy,1,Day,winter,0,2019
44.6,-119.1,0.0,45.0,67.0,10.0,0.1260522790801609,Partly Cloudy,2,Day,winter,0,2019
33.9,-118.3,1.0,61.0,56.0,10.0,0.2854639026097902,Clear,2,Day,autumn,0,2016
44.9,-93.4,0.0,65.0,78.0,10.0,0.2012560380538422,Cloudy,0,Day,summer,0,2019
34.0,-117.8,1.0,84.0,40.0,10.0,0.2854639026097902,Clear,3,Day,summer,0,2018
44.9,-95.9,0.0,70.0,56.0,10.0,0.2012560380538422,Cloudy,2,Day,autumn,0,2019
47.9,-117.4,0.0,91.0,14.0,10.0,0.2597082330778817,Clear,0,Day,summer,0,2017
43.9,-123.0,2.0,59.0,62.0,10.0,0.19946047525166746,Light Rain,0,Night,autumn,0,2018
33.8,-117.9,0.0,57.0,83.0,10.0,0.1260522790801609,Fair,3,Night,winter,0,2019
35.6,-82.5,0.0,57.0,87.0,10.0,0.2012560380538422,Clear,0,Day,autumn,1,2018
33.8,-118.1,1.0,87.0,31.0,10.0,0.19946047525166746,Partly Cloudy,3,Day,autumn,1,2019
34.2,-119.1,0.0,56.0,80.0,10.0,0.17427911846260802,Clear,1,Day,autumn,0,2016
43.0,-73.4,1.0,77.0,45.0,10.0,0.175655015598652,Mostly Cloudy,2,Day,spring,1,2018
35.2,-80.8,0.0,64.0,75.0,10.0,0.33470568403507506,Partly Cloudy,0,Night,autumn,1,2017
45.8,-123.4,0.0,68.0,70.0,10.0,0.11539246896503184,Fair,6,Day,summer,0,2019
35.7,-78.6,0.0,28.0,100.0,10.0,0.3339655775837599,Partly Cloudy,4,Night,autumn,0,2017
39.5,-76.6,0.0,91.0,34.0,,0.33470568403507506,Other,4,Day,spring,0,2018
47.5,-122.3,0.0,47.0,71.0,10.0,0.07512959899967943,Partly Cloudy,0,Day,autumn,0,2019
40.7,-73.9,0.0,46.0,66.0,10.0,0.2597082330778817,Clear,3,Day,spring,0,2019
34.1,-118.8,0.0,54.0,90.0,4.0,0.1837178381607416,Light Rain,2,Day,winter,0,2019
45.9,-119.2,1.0,29.0,96.0,0.0,0.1934317088257318,Other,0,Night,autumn,0,2018
34.2,-117.4,1.0,99.0,21.0,10.0,0.175655015598652,Partly Cloudy,3,Day,summer,0,2019
34.0,-84.5,0.0,52.0,41.0,10.0,0.35196423784104736,Overcast,3,Day,winter,0,2018
44.1,-121.2,0.0,34.0,56.0,10.0,0.16782070524190654,Mostly Cloudy,5,Day,winter,0,2019
49.0,-122.5,0.0,34.0,96.0,2.0,0.1978658207971211,Other,4,Day,winter,1,2017
43.1,-89.3,0.0,57.0,89.0,10.0,0.33470568403507506,Clear,4,Day,autumn,0,2016
34.0,-109.2,2.0,86.0,10.0,10.0,0.2854639026097902,Clear,5,Day,summer,1,2017
29.9,-95.4,1.0,68.0,96.0,7.0,0.3154141116184914,Overcast,3,Night,spring,1,2019
43.9,-92.2,2.0,23.0,44.0,10.0,0.20179659383577014,Overcast,4,Night,autumn,1,2017
28.0,-82.3,1.0,88.0,31.0,10.0,0.35196423784104736,Scattered Clouds,2,Day,spring,0,2017
37.7,-121.7,0.0,78.0,17.0,10.0,0.07512959899967943,Fair,4,Day,autumn,0,2019
41.1,-73.8,0.0,59.0,93.0,8.0,0.17427911846260802,Partly Cloudy,3,Day,summer,0,2017
45.4,-123.8,1.0,63.0,77.0,10.0,0.175655015598652,Cloudy,5,Day,autumn,0,2018
35.2,-80.9,0.0,66.0,60.0,10.0,0.19551397248314875,Scattered Clouds,3,Day,summer,0,2017
47.6,-122.3,0.0,50.0,100.0,10.0,0.3339655775837599,Light Rain,6,Day,autumn,0,2016
33.9,-117.5,0.0,89.0,39.0,10.0,0.17427911846260802,Partly Cloudy,4,Day,summer,0,2019
41.8,-87.9,0.0,27.0,100.0,10.0,0.3154141116184914,Mostly Cloudy,1,Day,winter,0,2018
38.6,-121.4,0.0,86.0,17.0,10.0,0.16782070524190654,Clear,4,Day,spring,0,2016
44.3,-123.2,0.0,48.0,89.0,10.0,0.14509260250954292,Partly Cloudy,3,Day,autumn,0,2019
32.9,-96.7,0.0,97.0,43.0,10.0,0.2012560380538422,Partly Cloudy,3,Day,summer,0,2016
32.9,-96.7,0.0,93.0,46.0,13.0,0.2012560380538422,Clear,3,Day,summer,1,2016
40.7,-111.8,0.0,23.0,92.0,2.0,0.16782070524190654,Overcast,0,Day,winter,0,2018
25.8,-80.4,1.0,77.0,94.0,10.0,0.35196423784104736,Mostly Cloudy,1,Night,summer,1,2018
40.6,-111.9,0.0,38.0,89.0,10.0,0.2012560380538422,Cloudy,4,Day,winter,0,2019
48.5,-122.3,0.0,55.0,94.0,10.0,0.07512959899967943,Cloudy,4,Day,spring,0,2019
40.1,-83.0,0.0,67.0,97.0,10.0,0.17427911846260802,Clear,1,Night,autumn,1,2018
37.9,-122.3,0.0,57.0,64.0,10.0,0.16782070524190654,Partly Cloudy,1,Day,spring,1,2016
33.4,-117.6,0.0,89.0,35.0,10.0,0.19946047525166746,Partly Cloudy,0,Day,autumn,0,2019
34.6,-86.9,0.0,48.0,83.0,10.0,0.1726279818900893,Light Rain,4,Day,autumn,0,2018
42.2,-119.9,0.0,87.0,17.0,10.0,0.11216944406164672,Fair,3,Day,summer,0,2019
38.4,-81.8,0.0,70.0,90.0,5.0,0.3154141116184914,Light Rain,6,Day,autumn,1,2017
44.1,-121.3,0.0,21.0,93.0,0.0,0.3339655775837599,Other,0,Day,winter,0,2019
40.5,-105.0,1.0,83.0,32.0,10.0,0.35196423784104736,Clear,4,Day,summer,0,2018
43.7,-122.5,0.0,47.0,90.0,10.0,0.3339655775837599,Clear,2,Night,autumn,0,2018
36.1,-119.1,0.0,63.0,67.0,10.0,0.1837178381607416,Cloudy,5,Day,winter,0,2019
47.6,-122.4,0.0,61.0,87.0,6.0,0.20179659383577014,Light Rain,0,Day,autumn,1,2018
34.9,-116.9,0.0,58.0,44.0,10.0,0.1934317088257318,Clear,0,Day,spring,0,2016
45.1,-83.4,0.0,19.0,93.0,9.0,0.33470568403507506,Overcast,2,Day,winter,1,2019
45.5,-122.7,0.0,53.0,80.0,10.0,0.20179659383577014,Light Rain,3,Night,autumn,0,2019
43.7,-123.2,0.0,74.0,29.0,10.0,0.33470568403507506,Clear,3,Day,autumn,0,2018
36.8,-119.8,1.0,64.0,68.0,10.0,0.19611848126126613,Overcast,4,Day,winter,0,2016
33.0,-96.7,1.0,52.0,82.0,6.0,0.1726279818900893,Overcast,3,Day,spring,0,2018
37.6,-122.3,0.0,55.0,82.0,10.0,0.11207069872824872,Fair,2,Day,autumn,0,2019
38.3,-122.7,0.0,91.0,31.0,10.0,0.20179659383577014,Fair,2,Day,autumn,0,2019
38.2,-121.8,0.0,86.0,32.0,10.0,0.1934317088257318,Scattered Clouds,2,Day,summer,0,2017
38.5,-121.4,0.0,54.0,100.0,6.0,0.19551397248314875,Cloudy,2,Night,winter,0,2019
26.4,-80.1,1.0,79.0,78.0,10.0,0.20179659383577014,Scattered Clouds,2,Day,winter,1,2016
38.7,-123.3,0.0,76.0,15.0,10.0,0.11539246896503184,Fair,5,Day,autumn,0,2019
33.5,-117.7,0.0,73.0,68.0,10.0,0.1934317088257318,Fair,0,Day,summer,1,2019
35.1,-85.2,0.0,90.0,48.0,10.0,0.17427911846260802,Scattered Clouds,1,Day,summer,1,2018
41.1,-74.2,13.0,64.0,96.0,7.0,0.1837178381607416,Overcast,4,Day,summer,0,2017
35.0,-85.3,0.0,68.0,52.0,10.0,0.3339655775837599,Clear,6,Night,autumn,0,2016
39.4,-120.1,0.0,34.0,93.0,3.0,0.16782070524190654,Light Rain,5,Day,winter,0,2019
35.2,-80.9,0.0,76.0,87.0,8.0,0.1837178381607416,Mostly Cloudy,1,Day,autumn,0,2018
33.4,-111.9,0.0,73.0,31.0,9.0,0.2854639026097902,Mostly Cloudy,1,Day,spring,0,2017
43.3,-124.2,0.0,65.0,70.0,10.0,0.2854639026097902,Clear,3,Day,autumn,0,2018
28.1,-82.7,0.0,79.0,56.0,10.0,0.1837178381607416,Clear,1,Day,summer,0,2016
44.9,-123.1,0.0,45.0,82.0,10.0,0.3154141116184914,Overcast,1,Night,winter,0,2018
30.2,-81.8,0.0,88.0,70.0,10.0,0.19611848126126613,Other,2,Day,summer,0,2018
37.4,-121.9,0.0,74.0,41.0,10.0,0.16782070524190654,Clear,2,Day,autumn,0,2016
38.1,-121.4,0.0,45.0,68.0,7.0,0.07512959899967943,Partly Cloudy,2,Night,autumn,0,2019
39.5,-86.0,1.0,82.0,62.0,10.0,0.17427911846260802,Mostly Cloudy,3,Day,summer,0,2017
40.8,-111.9,0.0,46.0,61.0,10.0,0.3339655775837599,Scattered Clouds,6,Night,winter,0,2018
34.1,-117.4,0.0,46.0,50.0,7.0,0.07512959899967943,Fair,0,Day,autumn,0,2019
37.7,-122.1,0.0,61.0,83.0,10.0,0.19551397248314875,Fair,5,Night,summer,0,2019
33.9,-118.2,0.0,77.0,47.0,10.0,0.2854639026097902,Clear,3,Day,autumn,0,2017
41.5,-85.6,1.0,34.0,92.0,4.0,0.17427911846260802,Other,3,Night,autumn,1,2019
39.3,-84.4,1.0,62.0,80.0,10.0,0.17427911846260802,Overcast,2,Day,autumn,0,2017
33.9,-118.0,0.0,75.0,54.0,6.0,0.14509260250954292,Other,1,Day,autumn,0,2019
34.2,-118.3,0.0,56.0,49.0,10.0,0.07512959899967943,Partly Cloudy,0,Night,winter,0,2019
37.8,-122.3,0.0,43.0,80.0,10.0,0.35196423784104736,Partly Cloudy,1,Day,spring,0,2016
39.3,-77.4,0.0,70.0,88.0,10.0,0.19946047525166746,Clear,1,Day,spring,0,2018
42.4,-87.9,0.0,42.0,82.0,10.0,0.1978658207971211,Scattered Clouds,1,Day,spring,1,2017
40.0,-84.0,0.0,63.0,70.0,10.0,0.3339655775837599,Clear,4,Night,summer,1,2017
33.9,-117.5,0.0,83.0,44.0,10.0,0.11216944406164672,Fair,1,Day,autumn,0,2019
33.8,-81.0,0.0,98.0,36.0,10.0,0.17427911846260802,Scattered Clouds,4,Day,summer,1,2016
37.4,-122.0,0.0,,,,0.14172863575095576,Other,5,Night,autumn,0,2019
40.7,-111.9,0.0,82.0,30.0,10.0,0.19611848126126613,Fair,0,Day,summer,0,2019
39.5,-75.6,0.0,50.0,89.0,10.0,0.1934317088257318,Clear,2,Day,autumn,0,2016
34.2,-118.5,0.0,77.0,46.0,10.0,0.11207069872824872,Fair,0,Day,autumn,0,2019
38.1,-77.5,2.0,27.0,35.0,10.0,0.20179659383577014,Mostly Cloudy,4,Day,winter,1,2016
33.9,-118.1,1.0,72.0,34.0,10.0,0.16782070524190654,Clear,2,Day,autumn,0,2016
42.9,-73.8,1.0,75.0,50.0,10.0,0.1934317088257318,Mostly Cloudy,0,Day,summer,1,2016
34.1,-83.7,0.0,59.0,72.0,10.0,0.20179659383577014,Clear,3,Night,autumn,1,2018
41.7,-93.0,6.0,63.0,77.0,10.0,0.2012560380538422,Mostly Cloudy,4,Day,autumn,0,2016
41.0,-81.6,2.0,74.0,79.0,4.0,0.3339655775837599,Other,4,Day,summer,0,2016
44.4,-92.6,0.0,32.0,80.0,10.0,0.20179659383577014,Mostly Cloudy,5,Day,winter,0,2019
33.9,-118.1,0.0,85.0,46.0,10.0,0.19946047525166746,Clear,3,Day,summer,0,2018
33.1,-82.4,1.0,78.0,69.0,10.0,0.07512959899967943,Fair,3,Night,autumn,1,2019
39.3,-121.1,0.0,52.0,100.0,10.0,0.2012560380538422,Overcast,4,Day,autumn,0,2016
37.4,-122.0,0.0,80.0,43.0,10.0,0.1726279818900893,Fair,0,Day,summer,0,2019
35.4,-80.8,0.0,46.0,100.0,10.0,0.3339655775837599,Clear,3,Day,autumn,0,2016
34.1,-118.4,1.0,85.0,14.0,10.0,0.07512959899967943,Fair,1,Day,autumn,0,2019
28.3,-81.4,0.0,81.0,74.0,9.0,0.2012560380538422,Scattered Clouds,2,Day,summer,0,2016
47.2,-122.4,0.0,49.0,74.0,10.0,0.1978658207971211,Fair,4,Day,autumn,0,2019
34.3,-117.5,0.0,72.0,43.0,4.0,0.2854639026097902,Other,0,Day,spring,0,2017
38.9,-104.8,0.0,59.0,18.0,10.0,0.35196423784104736,Clear,3,Day,autumn,0,2017
42.4,-87.9,0.0,41.0,51.0,10.0,0.19946047525166746,Clear,1,Day,winter,1,2018
35.8,-78.8,1.0,85.0,48.0,10.0,0.11216944406164672,Mostly Cloudy,4,Day,spring,1,2019
34.1,-117.8,0.0,91.0,31.0,10.0,0.2854639026097902,Clear,0,Day,summer,0,2018
39.7,-105.8,0.0,30.0,64.0,10.0,0.2012560380538422,Other,4,Day,spring,0,2018
41.8,-87.6,0.0,67.0,61.0,10.0,0.1934317088257318,Overcast,0,Day,spring,1,2017
32.6,-83.6,1.0,65.0,98.0,10.0,0.1726279818900893,Clear,0,Day,autumn,1,2017
40.7,-74.1,0.0,52.0,76.0,10.0,0.35196423784104736,Overcast,2,Day,autumn,0,2017
41.8,-88.0,0.0,72.0,84.0,8.0,0.175655015598652,Scattered Clouds,3,Day,summer,0,2016
41.9,-88.1,0.0,62.0,62.0,10.0,0.3154141116184914,Mostly Cloudy,4,Day,autumn,0,2016
39.8,-108.8,0.0,53.0,38.0,10.0,0.11207069872824872,Mostly Cloudy,3,Day,spring,1,2019
33.8,-117.9,0.0,55.0,67.0,10.0,0.20179659383577014,Fair,4,Night,winter,0,2019
41.8,-80.8,6.0,54.0,100.0,10.0,0.3154141116184914,Overcast,0,Day,autumn,1,2018
33.7,-117.7,0.0,54.0,80.0,6.0,0.1837178381607416,Other,0,Night,winter,0,2019
